StalkId,PlantId,x,z,ChannelStart,Universe,IPAddress,StemIndex
358,51,981.3978,-1715.038,424,3,192.168.0.221,1
359,51,983.4497,-1719.969,427,3,192.168.0.221,2
360,51,979.9474,-1720.988,430,3,192.168.0.221,3
361,51,976.6628,-1713.886,433,3,192.168.0.221,4
362,51,983.1785,-1711.117,436,3,192.168.0.221,5
363,51,987.7381,-1713.971,439,3,192.168.0.221,6
364,52,905.2692,-1425.508,484,3,192.168.0.221,0
365,52,904.3539,-1424.067,487,3,192.168.0.221,1
366,52,906.6306,-1428.898,490,3,192.168.0.221,2
367,52,903.1789,-1430.077,493,3,192.168.0.221,3
368,52,899.5708,-1423.134,496,3,192.168.0.221,4
369,52,905.9522,-1420.068,499,3,192.168.0.221,5
370,52,910.6383,-1422.709,502,3,192.168.0.221,6
371,53,874.2777,-1326.503,1,3,192.168.0.221,0
372,53,873.3381,-1325.078,4,3,192.168.0.221,1
373,53,875.6962,-1329.87,7,3,192.168.0.221,2
374,53,872.2651,-1331.107,10,3,192.168.0.221,3
375,53,868.5399,-1324.226,13,3,192.168.0.221,4
376,53,874.8684,-1321.052,16,3,192.168.0.221,5
377,53,879.5986,-1323.614,19,3,192.168.0.221,6
378,54,857.2911,-1227.495,22,3,192.168.0.221,0
379,54,856.3135,-1226.095,25,3,192.168.0.221,1
380,54,858.7999,-1230.822,28,3,192.168.0.221,2
381,54,855.4033,-1232.152,31,3,192.168.0.221,3
382,54,851.4941,-1225.374,34,3,192.168.0.221,4
383,54,857.7349,-1222.031,37,3,192.168.0.221,5
384,54,862.5324,-1224.464,40,3,192.168.0.221,6
385,55,825.3009,-1132.489,43,3,192.168.0.221,0
386,55,824.2953,-1131.109,46,3,192.168.0.221,1
387,55,826.8763,-1135.785,49,3,192.168.0.221,2
388,55,823.507,-1137.183,52,3,192.168.0.221,3
389,55,819.4625,-1130.485,55,3,192.168.0.221,4
390,55,825.6348,-1127.017,58,3,192.168.0.221,5
391,55,830.4801,-1129.353,61,3,192.168.0.221,6
392,56,778.3065,-1042.485,64,3,192.168.0.221,0
393,56,777.285,-1041.117,67,3,192.168.0.221,1
394,56,779.9197,-1045.763,70,3,192.168.0.221,2
395,56,776.567,-1047.199,73,3,192.168.0.221,3
396,56,772.4452,-1040.549,76,3,192.168.0.221,4
397,56,778.5771,-1037.01,79,3,192.168.0.221,5
398,56,783.4491,-1039.289,82,3,192.168.0.221,6
399,57,729.3123,-952.4816,85,3,192.168.0.221,0
400,57,728.2742,-951.126,88,3,192.168.0.221,1
401,57,730.9653,-955.7394,91,3,192.168.0.221,2
402,57,727.6302,-957.2164,94,3,192.168.0.221,3
403,57,723.4279,-950.6161,97,3,192.168.0.221,4
404,57,729.5163,-947.003,100,3,192.168.0.221,5
405,57,734.4156,-949.2231,103,3,192.168.0.221,6
406,58,622.3215,-780.4752,127,3,192.168.0.221,0
407,58,621.257,-779.1403,130,3,192.168.0.221,1
408,58,624.0383,-783.6999,133,3,192.168.0.221,2
409,58,620.7328,-785.2422,136,3,192.168.0.221,3
410,58,616.4016,-778.7258,139,3,192.168.0.221,4
411,58,622.4177,-774.9936,142,3,192.168.0.221,5
412,58,627.3598,-777.1169,145,3,192.168.0.221,6
413,59,679.3186,-862.4771,106,3,192.168.0.221,0
414,59,678.2621,-861.1359,109,3,192.168.0.221,1
415,59,681.0161,-865.712,112,3,192.168.0.221,2
416,59,677.7015,-867.2346,115,3,192.168.0.221,3
417,59,673.4093,-860.6924,118,3,192.168.0.221,4
418,59,679.4476,-856.9962,121,3,192.168.0.221,5
419,59,684.377,-859.1491,124,3,192.168.0.221,6
420,60,570.3269,-698.4713,148,3,192.168.0.221,0
421,60,569.2469,-697.1489,151,3,192.168.0.221,1
422,60,572.0811,-701.6758,154,3,192.168.0.221,2
423,60,568.7937,-703.2565,157,3,192.168.0.221,3
424,60,564.387,-696.7908,160,3,192.168.0.221,4
425,60,570.3594,-692.989,163,3,192.168.0.221,5
426,60,575.3258,-695.0548,166,3,192.168.0.221,6
427,61,930.2605,-1522.512,463,3,192.168.0.221,0
428,61,929.3703,-1521.055,466,3,192.168.0.221,1
429,61,931.5629,-1525.926,469,3,192.168.0.221,2
430,61,928.0914,-1527.045,472,3,192.168.0.221,3
431,61,924.6041,-1520.04,475,3,192.168.0.221,4
432,61,931.0376,-1517.085,478,3,192.168.0.221,5
433,61,935.6773,-1519.807,481,3,192.168.0.221,6
434,62,950.2511,-1621.517,442,3,192.168.0.221,0
435,62,949.3878,-1620.044,445,3,192.168.0.221,1
436,62,951.4905,-1624.954,448,3,192.168.0.221,2
437,62,947.9989,-1626.009,451,3,192.168.0.221,3
438,62,944.641,-1618.942,454,3,192.168.0.221,4
439,62,951.1279,-1616.105,457,3,192.168.0.221,5
440,62,955.7167,-1618.912,460,3,192.168.0.221,6
441,63,980.1911,-2216.543,316,3,192.168.0.221,0
442,63,979.5005,-2214.981,319,3,192.168.0.221,1
443,63,981.0325,-2220.098,322,3,192.168.0.221,2
444,63,977.4437,-2220.75,325,3,192.168.0.221,3
445,63,974.9096,-2213.347,328,3,192.168.0.221,4
446,63,981.6763,-2211.266,331,3,192.168.0.221,5
447,63,985.9171,-2214.574,334,3,192.168.0.221,6
448,64,943.175,-2314.549,295,3,192.168.0.221,0
449,64,942.5308,-2312.968,298,3,192.168.0.221,1
450,64,943.9116,-2318.127,301,3,192.168.0.221,2
451,64,940.3052,-2318.673,304,3,192.168.0.221,3
452,64,937.9899,-2311.199,307,3,192.168.0.221,4
453,64,944.8149,-2309.317,310,3,192.168.0.221,5
454,64,948.9565,-2312.75,313,3,192.168.0.221,6
455,65,352.284,-518.4979,274,2,192.168.0.221,0
456,65,351.3243,-517.0856,277,2,192.168.0.221,1
457,65,353.7499,-521.8441,280,2,192.168.0.221,2
458,65,350.3365,-523.1299,283,2,192.168.0.221,3
459,65,346.5146,-516.3022,286,2,192.168.0.221,4
460,65,352.7978,-513.0396,289,2,192.168.0.221,5
461,65,357.5636,-515.5335,292,2,192.168.0.221,6
462,66,403.2795,-605.5006,253,2,192.168.0.221,0
463,66,402.3329,-604.0796,256,2,192.168.0.221,1
464,66,404.7144,-608.8602,259,2,192.168.0.221,2
465,66,401.2893,-610.1144,262,2,192.168.0.221,3
466,66,397.5307,-603.2517,265,2,192.168.0.221,4
467,66,403.8438,-600.0472,268,2,192.168.0.221,5
468,66,408.5863,-602.5851,271,2,192.168.0.221,6
469,67,864.1758,-2110.548,421,2,192.168.0.221,0
470,67,863.5288,-2108.968,424,2,192.168.0.221,1
471,67,864.9184,-2114.125,427,2,192.168.0.221,2
472,67,861.313,-2114.677,430,2,192.168.0.221,3
473,67,858.9849,-2107.207,433,2,192.168.0.221,4
474,67,865.8069,-2105.314,436,2,192.168.0.221,5
475,67,869.9542,-2108.739,439,2,192.168.0.221,6
476,68,873.1873,-2010.544,442,2,192.168.0.221,0
